Title,Author,Fandom,Url,Kudos,Summary
Chained to You,SaijSpellhart,Yu-Gi-Oh! Duel Monsters (Anime & Manga),https://archiveofourown.org/works/27918922,"2,374","Summary: Taking place after the events of Season Zero, all the shadow games happened but Yugi never found out he was possessed by the spirit of the puzzle. Now he's an adult, living on his own, and he starts to notice strange and spooky things happening around his apartment. When he sees his own shadow moving Yugi begins to suspect his new place is haunted. But is this shadow spirit malicious or... kinda sweet? Yami does a bunch of stupidly sweet domestic shit for Yugi to help take care of him. Expect romance, fluff, self-care, and Puzzleshipping shenanigans."
The Power Of Friendship (And This Gun I Found!),GallusRostromegalus,Yu-Gi-Oh! Duel Monsters (Anime & Manga),https://archiveofourown.org/works/32496982,"2,228","Summary: Honestly, Mokuba deserves to have a gun. And everyone else deserves to go absolutely Off The Fucking Rails. YuGiOh, but they're all appropriately feral little gremlins. Kind of a Reconciliation of the 4Kids Dub and the Horror-Comedy Manga, but mostly me wildly overthinking the setting and deciding to lean into the weirdness."
just a point of view,Rethira,Yu-Gi-Oh! Duel Monsters (Anime & Manga),https://archiveofourown.org/works/549980,"2,099","Summary: Okay, so you and Kaiba Seto make out once or twice a week. You fail to see how that is anyone else's business."
How (Not) to Court your Rival,scribespirare,Yu-Gi-Oh! Duel Monsters (Anime & Manga),https://archiveofourown.org/works/9770270,"2,029","Summary: “Kaiba, you can’t court someone if the other party doesn’t know what’s happening!” If it’s possible to look smug and angry at the same exact time, somehow Kaiba manages to pull it off. “Too bad I already did.”"
Loose Ends,esama,Yu-Gi-Oh! Duel Monsters (Anime & Manga),https://archiveofourown.org/works/33239971,"1,767",Summary: In which after their deaths Desmond and Clay took up the task of cleaning up after the Isu and there's one set of Pieces of Eden they can't quite get at. Yugi is their way in.
He Has a Heartbeat,Kaibbage (Lalaen),Yu-Gi-Oh! Duel Monsters (Anime & Manga),https://archiveofourown.org/works/4754264,"1,744","Summary: Atem is back, and this time he's living and tangible. As such, Yugi cannot stop touching him - and vice versa."
Genius Billionaire,TheSovereigntyofReality,Yu-Gi-Oh! Series,https://archiveofourown.org/works/15858081,"4,268","Summary: After the Avengers Civil War, Natasha found another billionaire she believed would support the Avengers. It was the biggest mistake they ever made."
King's Jackal,esama,Yu-Gi-Oh! Series,https://archiveofourown.org/works/1935633,"3,488","Summary: Wrecking all of Dumbledore's plans, the Power Dark Lord Knows Not walks up to Harry in the summer before his fifth year, and asks for directions."
The Chess Master,TheSovereigntyofReality,Yu-Gi-Oh! Series,https://archiveofourown.org/works/17948930,"3,293","Summary: Tony wasn't the only person concerned about the Accords. There was someone else invested, with a lot more experience.   A lot."
Tumbling Random Fandoms and Stuff,esama,Yu-Gi-Oh! Series,https://archiveofourown.org/works/35919838,"2,970","Summary: Unfinished fics and snippets, crossovers and such. Newest: FFVII x FFXV - Episode Prompto (and Cloud), in which Prompto isn't the clone of Verstael Besithia and Cloud is sick of waking up covered in goo."
Chained to You,SaijSpellhart,Yu-Gi-Oh! Series,https://archiveofourown.org/works/27918922,"2,374","Summary: Taking place after the events of Season Zero, all the shadow games happened but Yugi never found out he was possessed by the spirit of the puzzle. Now he's an adult, living on his own, and he starts to notice strange and spooky things happening around his apartment. When he sees his own shadow moving Yugi begins to suspect his new place is haunted. But is this shadow spirit malicious or... kinda sweet? Yami does a bunch of stupidly sweet domestic shit for Yugi to help take care of him. Expect romance, fluff, self-care, and Puzzleshipping shenanigans."
The Power Of Friendship (And This Gun I Found!),GallusRostromegalus,Yu-Gi-Oh! Series,https://archiveofourown.org/works/32496982,"2,228","Summary: Honestly, Mokuba deserves to have a gun. And everyone else deserves to go absolutely Off The Fucking Rails. YuGiOh, but they're all appropriately feral little gremlins. Kind of a Reconciliation of the 4Kids Dub and the Horror-Comedy Manga, but mostly me wildly overthinking the setting and deciding to lean into the weirdness."
just a point of view,Rethira,Yu-Gi-Oh! Series,https://archiveofourown.org/works/549980,"2,099","Summary: Okay, so you and Kaiba Seto make out once or twice a week. You fail to see how that is anyone else's business."
How (Not) to Court your Rival,scribespirare,Yu-Gi-Oh! Series,https://archiveofourown.org/works/9770270,"2,029","Summary: “Kaiba, you can’t court someone if the other party doesn’t know what’s happening!” If it’s possible to look smug and angry at the same exact time, somehow Kaiba manages to pull it off. “Too bad I already did.”"
Loose Ends,esama,Yu-Gi-Oh! Series,https://archiveofourown.org/works/33239971,"1,767",Summary: In which after their deaths Desmond and Clay took up the task of cleaning up after the Isu and there's one set of Pieces of Eden they can't quite get at. Yugi is their way in.
He Has a Heartbeat,Kaibbage (Lalaen),Yu-Gi-Oh! Series,https://archiveofourown.org/works/4754264,"1,744","Summary: Atem is back, and this time he's living and tangible. As such, Yugi cannot stop touching him - and vice versa."
Until My Feet Bleed and My Heart Aches,Reiya,Yuri!!! on Ice (Anime),https://archiveofourown.org/works/8748484,"31,949","Summary: ‘…Of all the rivalries in the world of sports over the years, perhaps none has become so legendary as that of Russian figure skater Viktor Nikiforov and his rival, Japanese Yuuri Katsuki…’   A single event changes the course of Yuuri’s life, throwing him into a bitter rivalry with Viktor Nikiforov that spans across his entire skating career. But as the years go on, rivalry and hatred begin to develop into something very different and Yuuri doesn’t seem to be able to stay away, no matter how hard he tries. Hatred and love are two sides of the same coin and even though everything changes, some things are still meant to be.   Podfic Spanish Chinese Russian Portuguese Polish Japanese Others"
Victor Effing Nikiforov,shysweetthing,Yuri!!! on Ice (Anime),https://archiveofourown.org/works/9052504,"25,839","Summary: AU in which Yuuri still doesn’t remember the banquet, somehow doesn’t blow Japanese Nationals, runs into Victor at the World Championships, and has absolutely no idea why his idol is suddenly friendly and incredibly handsy. Does Yuuri care about his reasons? No. It’s Victor Effing Nikiforov. Basically this is an excuse for total fluff. And porn. And shit-talking with bonus smut. (Edited for accuracy.) Happy birthday, Victor. ~~ Victor turned back to him, supernova smile in place once more. “I really, really like you. Promise you’ll still dance with me at the banquet if you take gold this time around.” Yuuri stared at the man. He looked at their entwined hands—he hadn’t wanted to pull away—and their thighs, pressed together despite there being plenty of room in the backseat of the cab. That scent of Victor’s cologne—just a dab, lightly applied somewhere on his neck—swirled around him. This was too real to be a dream, too physical for him to have imagined it. “I’m sorry,” Yuuri said slowly. “But…have we talked before?”"
Unwritten,kaizuka,Yuri!!! on Ice (Anime),https://archiveofourown.org/works/8293714,"24,885","Summary: Soulmates AU where whatever you write on your own skin appears on your soulmate, but when there is a language barrier, meeting becomes just a little more difficult than it should be. Russian | Spanish | Bahasa Indonesia | Chinese | Italian"
crust and sugar over,ShanaStoryteller,Yuri!!! on Ice (Anime),https://archiveofourown.org/works/10263101,"23,434","Summary: Katsuki sits cross-legged, clearly in no hurry to go anywhere. “What’s your name? I’m –” “I know who you are,” he cuts him off, then blushes, then hates himself for both those things. Katsuki looks surprised, and Yuri can’t think as to why. He’s a nationally ranked figure skater. He’s Yuri’s favorite figure skater. ~ Yuuri and Yuri become friends and Viktor develops a crush."
icebreaker,Cesare,Yuri!!! on Ice (Anime),https://archiveofourown.org/works/9856568,"21,159","Summary: Yuuri's husband is possibly not as oblivious as he seems, because he grins and asks, ""Have you never looked up Yuuri?"" ""There's a porn actress with the same name who went into politics,"" says Nate, ""so she's most of the results, and some stuff about figure skating."" ""Some stuff about figure skating,"" Victor says ruefully to Yuuri. (((A post-skating-retirement college scenario based on skygemspeaks' idea about Yuuri's college classmates learning about his figure skating career. I wrote a variation mostly because I just really wanted to include Victor in the mix. This also heavily draws on kevystel's ideas about Yuuri unknowingly breaking hearts everywhere he goes.)))"
You Can't Plan for Everything,RivDeV,Yuri!!! on Ice (Anime),https://archiveofourown.org/works/8799475,"20,542","Summary: Yuuri forgets that he has a scheduled heat coming up until it's just a couple weeks away. He scrambles to get everything ready in time, including deciding whether he'll spend it alone or with someone. Victor only wants to help."
lovesick,Ironinkpen,Yuri!!! on Ice (Anime),https://archiveofourown.org/works/9219674,"19,298","Summary: “Did the doctor send you?” When Yuuri doesn’t reply fast enough, since he's still gaping like a fish, he turns to Yuri. “Did the doctor send him? Because wow,” He drops his arm and presses his hand to his chest like the dramatic bastard he is. “You’ve got to be the prettiest man I’ve ever seen.” “Oh my god,” Yuri groans. “Is he hitting on you?” (In which Yuuri worries, Viktor's on the good drugs, and Yuri puts up with a whole bunch of bullshit.)"
starstruck,shizuoh,Yuri!!! on Ice (Anime),https://archiveofourown.org/works/8350159,"18,182","Summary: ""Hold my son for a moment,"" says the Viktor Nikiforov, live in the flesh, sweaty and panting. ""Wha—"" Yuuri can't even begin to comprehend what's going on before Viktor is gone, and there's a child in his arms. (in which yuuri is a barista-turned-babysitter, viktor is a famous movie star, and yuri is an 8 year old kid stuck in the middle of it.) russian translation"
Of Bright Stars and Burning Hearts,Reiya,Yuri!!! on Ice (Anime),https://archiveofourown.org/works/10450500,"17,999","Summary: Viktor doesn’t remember the first time he met Yuuri Katsuki. This however, is what Viktor does remember…  Part 2 of the Rivals series and companion fic to ‘Until My Feet Bleed and My Heart Aches’. One small change alters the course of both Viktor and Yuuri’s entire lives, creating a rivalry that spans across many years and a world where they both tell a very different side to the story.    Spanish Japanese Chinese"
